row,rt,button_pressed,left_image,right_image,trial_type,trial_index,time_elapsed,subject_id,task,responses
1,2378,0," "," ",html-button-response,0,2405,5d14fc1506d74500016a84a9,typicality,NULL
2,28137,NULL," "," ",instructions,1,30545,5d14fc1506d74500016a84a9,typicality,NULL
3,26301,NULL,NULL,NULL,survey-text,2,56855,5d14fc1506d74500016a84a9,typicality,"{"Q0":"To click on the number that is more strange, weird, or unusual."}"
4,2997,0,zero_10.png,zero_8.png,html-button-response,3,59857,5d14fc1506d74500016a84a9,typicality,NULL
5,2172,0,one_2.png,one_6.png,html-button-response,4,62030,5d14fc1506d74500016a84a9,typicality,NULL
6,2560,1,one_8.png,one_1.png,html-button-response,5,64592,5d14fc1506d74500016a84a9,typicality,NULL
7,2446,1,five_2.png,five_5.png,html-button-response,6,67040,5d14fc1506d74500016a84a9,typicality,NULL
8,1948,1,seven_7.png,seven_5.png,html-button-response,7,68990,5d14fc1506d74500016a84a9,typicality,NULL
9,2624,1,five_1.png,five_6.png,html-button-response,8,71616,5d14fc1506d74500016a84a9,typicality,NULL
10,1332,1,nine_9.png,nine_4.png,html-button-response,9,72950,5d14fc1506d74500016a84a9,typicality,NULL
11,2778,1,zero_3.png,zero_10.png,html-button-response,10,75730,5d14fc1506d74500016a84a9,typicality,NULL
12,2064,1,three_10.png,three_7.png,html-button-response,11,77796,5d14fc1506d74500016a84a9,typicality,NULL
13,2132,0,four_1.png,four_7.png,html-button-response,12,79930,5d14fc1506d74500016a84a9,typicality,NULL
14,1508,0,two_1.png,two_7.png,html-button-response,13,81440,5d14fc1506d74500016a84a9,typicality,NULL
15,2456,1,six_9.png,six_1.png,html-button-response,14,83897,5d14fc1506d74500016a84a9,typicality,NULL
16,2662,1,eight_10.png,eight_8.png,html-button-response,15,86562,5d14fc1506d74500016a84a9,typicality,NULL
17,2111,1,two_6.png,two_10.png,html-button-response,16,88673,5d14fc1506d74500016a84a9,typicality,NULL
18,1996,1,six_5.png,six_1.png,html-button-response,17,90671,5d14fc1506d74500016a84a9,typicality,NULL
19,3611,0,two_8.png,two_4.png,html-button-response,18,94283,5d14fc1506d74500016a84a9,typicality,NULL
20,2412,1,nine_1.png,nine_2.png,html-button-response,19,96697,5d14fc1506d74500016a84a9,typicality,NULL
21,2806,1,nine_1.png,nine_2.png,html-button-response,20,99506,5d14fc1506d74500016a84a9,typicality,NULL
22,3196,0,nine_7.png,nine_6.png,html-button-response,21,102703,5d14fc1506d74500016a84a9,typicality,NULL
23,3196,1,five_1.png,five_6.png,html-button-response,22,105901,5d14fc1506d74500016a84a9,typicality,NULL
24,1337,0,zero_6.png,zero_5.png,html-button-response,23,107239,5d14fc1506d74500016a84a9,typicality,NULL
25,2210,0,zero_9.png,zero_3.png,html-button-response,24,109451,5d14fc1506d74500016a84a9,typicality,NULL
26,1578,1,six_6.png,six_2.png,html-button-response,25,111031,5d14fc1506d74500016a84a9,typicality,NULL
27,2043,1,nine_10.png,nine_9.png,html-button-response,26,113075,5d14fc1506d74500016a84a9,typicality,NULL
28,11998,1,three_7.png,three_6.png,html-button-response,27,125074,5d14fc1506d74500016a84a9,typicality,NULL
29,4197,0,six_8.png,six_7.png,html-button-response,28,129272,5d14fc1506d74500016a84a9,typicality,NULL
30,16370,0,eight_6.png,eight_2.png,html-button-response,29,145644,5d14fc1506d74500016a84a9,typicality,NULL
31,1007,0,one_7.png,one_3.png,html-button-response,30,146653,5d14fc1506d74500016a84a9,typicality,NULL
32,2440,0,eight_4.png,eight_9.png,html-button-response,31,149094,5d14fc1506d74500016a84a9,typicality,NULL
33,1216,0,zero_6.png,zero_2.png,html-button-response,32,150312,5d14fc1506d74500016a84a9,typicality,NULL
